Title;;Date;;
Eventos de la Segunda Guerra Mundial a todo color: Batalla de Inglaterra;;1/26/20;;
Distrito salvaje: Temporada 2: La ratonera;;1/26/20;;
Distrito salvaje: Temporada 2: La trocha;;1/26/20;;
Distrito salvaje: Temporada 2: El callejón;;1/25/20;;
Distrito salvaje: Temporada 2: La comuna;;1/25/20;;
Distrito salvaje: Temporada 2: Las calles;;1/25/20;;
Distrito salvaje: Temporada 2: La colmena;;1/25/20;;
Distrito salvaje: Temporada 2: El barrio;;1/25/20;;
Distrito salvaje: Temporada 2: La fosa;;1/25/20;;
Distrito salvaje: Temporada 2: El distrito;;1/25/20;;
Negación;;1/25/20;;
Ares: Episodio 8;;1/25/20;;
Ares: Episodio 7;;1/25/20;;
Ares: Episodio 6;;1/25/20;;
Ares: Episodio 5;;1/25/20;;
Ares: Episodio 4;;1/24/20;;
Ares: Episodio 3;;1/23/20;;
Ares: Episodio 2;;1/23/20;;
Ares: Episodio 1;;1/23/20;;
El asesino oculto: En la mente de Aaron Hernandez: Miniserie: Episodio 3;;1/22/20;;
El asesino oculto: En la mente de Aaron Hernandez: Miniserie: Episodio 2;;1/22/20;;
El asesino oculto: En la mente de Aaron Hernandez: Miniserie: Episodio 1;;1/21/20;;
Eventos de la Segunda Guerra Mundial a todo color: Blitzkrieg;;1/20/20;;
Quien a hierro mata;;1/19/20;;
París es nuestra;;1/19/20;;
El proyecto Williamson: Miniserie: Sueños;;1/19/20;;
El proyecto Williamson: Miniserie: Debbie y Denice;;1/19/20;;
A Fall from Grace;;1/18/20;;
Criminal: Reino Unido: Temporada 1: Jay;;1/18/20;;
Criminal: Reino Unido: Temporada 1: Stacey;;1/18/20;;
Criminal: Reino Unido: Temporada 1: Edgar;;1/18/20;;
Ultraviolet: #ElClub;;1/18/20;;
Criminal: Francia: Miniserie: Jérôme;;1/17/20;;
Criminal: Francia: Miniserie: Caroline;;1/16/20;;
Criminal: Francia: Miniserie: Émilie;;1/16/20;;
Criminal: Alemania: Miniserie: Claudia;;1/13/20;;
Criminal: Alemania: Miniserie: Yilmaz;;1/12/2020;;
Criminal: Alemania: Miniserie: Jochen;;1/12/2020;;
The Bletchley Circle: Descifrar el código del asesino (Parte 1);;1/12/2020;;
El Bazar de la Caridad: Miniserie: Episodio 8;;1/11/2020;;
El Bazar de la Caridad: Miniserie: Episodio 7;;1/10/2020;;
El Bazar de la Caridad: Miniserie: Episodio 6;;1/9/2020;;
El Bazar de la Caridad: Miniserie: Episodio 5;;1/9/2020;;
El Bazar de la Caridad: Miniserie: Episodio 4;;1/8/2020;;
El Bazar de la Caridad: Miniserie: Episodio 3;;1/7/2020;;
El Bazar de la Caridad: Miniserie: Episodio 2;;1/7/2020;;
El Bazar de la Caridad: Miniserie: Episodio 1;;1/4/2020;;
Dirty Money: Temporada 1: NOx duro;;1/4/2020;;
Nisman: El fiscal; la presidenta y el espía: Episodio 6;1/4/2020;;
Nisman: El fiscal; la presidenta y el espía: Episodio 5;1/4/2020;;
Nisman: El fiscal; la presidenta y el espía: Episodio 4;1/4/2020;;
Nisman: El fiscal; la presidenta y el espía: Episodio 3;1/4/2020;;
Nisman: El fiscal; la presidenta y el espía: Episodio 2;1/4/2020;;
Nisman: El fiscal; la presidenta y el espía: Episodio 1;1/3/2020;;
Hinterland: La chica en el agua;;12/31/19;;
Ultraviolet: #TerritorioDesconocido;;12/30/19;;
Ultraviolet: #Hycel;;12/30/19;;
Ultraviolet: #Limbo;;12/30/19;;
Ultraviolet: #Confesión;;12/29/19;;
Ultraviolet: #NivelMaestro;;12/28/19;;
Ultraviolet: #Elias;;12/28/19;;
Ultraviolet: #Explosión;;12/28/19;;
Ultraviolet: #Alicja;;12/28/19;;
Ultraviolet: #LaChicaDelLago;;12/27/19;;
Hinterland: Penwyllt;;12/26/19;;
Hinterland: Música nocturna;;12/23/19;;
Los dos papas;;12/22/19;;
Hinterland: Puente del Diablo;;12/20/19;;
Zbrodnia: Temporada 2: Episodio 3;;12/18/19;;
Zbrodnia: Temporada 2: Episodio 2;;12/17/19;;
Distrito salvaje: Temporada 1: Intimidación;;12/17/19;;
Zbrodnia: Temporada 2: Episodio 1;;12/17/19;;
Distrito salvaje: Temporada 1: Juicio;;12/17/19;;
Distrito salvaje: Temporada 1: Ejecución;;12/17/19;;
Distrito salvaje: Temporada 1: Traición;;12/17/19;;
Distrito salvaje: Temporada 1: Decepción;;12/17/19;;
Distrito salvaje: Temporada 1: Allanamiento;;12/17/19;;
Distrito salvaje: Temporada 1: Robo;;12/17/19;;
Distrito salvaje: Temporada 1: Soborno;;12/17/19;;
Loving Annabelle;;12/14/19;;
Collateral: Miniserie: Episodio 4;;12/13/19;;
Mitomanía: Temporada 1: Episodio 6;;12/10/2019;;
Mitomanía: Temporada 1: Episodio 5;;12/10/2019;;
Mitomanía: Temporada 1: Episodio 4;;12/10/2019;;
Mitomanía: Temporada 1: Episodio 3;;12/9/2019;;
Mitomanía: Temporada 1: Episodio 2;;12/9/2019;;
Mitomanía: Temporada 1: Episodio 1;;12/8/2019;;
El sabor de las margaritas: Temporada 1: Dejad;;12/8/2019;;
La Reina del Sur: Temporada 2: Episodio 4;;12/8/2019;;
Días de Navidad: Episodio 3;;12/8/2019;;
Días de Navidad: Episodio 2;;12/8/2019;;
Días de Navidad: Episodio 1;;12/8/2019;;
Historia de un matrimonio;;12/7/2019;;
Hache: Temporada 1: El tiovivo;;12/7/2019;;
Hache: Temporada 1: Marsella;;12/7/2019;;
Hache: Temporada 1: Venganza;;12/7/2019;;
Hache: Temporada 1: El beso de la muerte;;12/6/2019;;
Hache: Temporada 1: El combate;;12/6/2019;;
Hache: Temporada 1: El primer trabajo;;12/6/2019;;
Hache: Temporada 1: Muñecas flotando en el mar;;12/6/2019;;
El Irlandés: Una charla detrás de cámaras;;12/5/2019;;
El Irlandés;;12/5/2019;;
Lorena; la de pies ligeros;12/2/2019;;
Tras la pared;;12/1/2019;;
Distrito salvaje: Temporada 1: Infiltración;;11/27/19;;
Collateral: Miniserie: Episodio 3;;11/27/19;;
Collateral: Miniserie: Episodio 2;;11/26/19;;
La música del terremoto;;11/24/19;;
Distrito salvaje: Temporada 1: Coacción;;11/17/19;;
El diablo de al lado: Miniserie: La vuelta de tuerca final;;11/17/19;;
El diablo de al lado: Miniserie: El cuello en la horca;;11/17/19;;
El diablo de al lado: Miniserie: La conspiración;;11/17/19;;
El diablo de al lado: Miniserie: Las pesadillas de Treblinka;;11/17/19;;
El diablo de al lado: Miniserie: El diablo vive en Cleveland;;11/17/19;;
Dark: Temporada 2: Finales e inicios;;11/16/19;;
Dark: Temporada 2: El demonio blanco;;11/16/19;;
Dark: Temporada 2: Un ciclo sin fin;;11/14/19;;
Dark: Temporada 2: Perdido y encontrado;;11/11/2019;;
Dark: Temporada 2: Los viajeros;;11/10/2019;;
Dark: Temporada 2: Fantasmas;;11/10/2019;;
Dark: Temporada 2: Materia oscura;;11/10/2019;;
Dark: Temporada 2: Principios y finales;;11/9/2019;;
El rey;;11/4/2019;;
Dark: Temporada 1: Alfa y omega;;11/3/2019;;
Dark: Temporada 1: Todo es ahora;;11/3/2019;;
Dark: Temporada 1: Cosechas lo que siembras;;11/3/2019;;
Dark: Temporada 1: Encrucijadas;;11/2/2019;;
Dark: Temporada 1: Sic mundus creatus est;;11/2/2019;;
Dark: Temporada 1: Verdades;;11/2/2019;;
Dark: Temporada 1: Dobles vidas;;11/2/2019;;
Dark: Temporada 1: Pasado y presente;;11/2/2019;;
Dark: Temporada 1: Mentiras;;11/1/2019;;
Dark: Temporada 1: Secretos;;11/1/2019;;
Monzón: Episodio 2;;10/30/19;;
Monzón: Episodio 1;;10/30/19;;
La lavandería;;10/30/19;;
Case: Episodio 9;;10/29/19;;
Case: Episodio 8;;10/29/19;;
Case: Episodio 7;;10/27/19;;
Case: Episodio 6;;10/27/19;;
Case: Episodio 5;;10/27/19;;
Case: Episodio 4;;10/27/19;;
Case: Episodio 3;;10/27/19;;
Case: Episodio 2;;10/26/19;;
Case: Episodio 1;;10/26/19;;
Glacé: Episodio 6;;10/25/19;;
Glacé: Episodio 1;;10/25/19;;
Atrapados: Temporada 2: Episodio 10;;10/23/19;;
Atrapados: Temporada 2: Episodio 7;;10/23/19;;
El Soborno del Cielo;;10/21/19;;
Atrapados: Temporada 2: Episodio 9;;10/20/19;;
Atrapados: Temporada 2: Episodio 8;;10/20/19;;
Atrapados: Temporada 2: Episodio 6;;10/20/19;;
Atrapados: Temporada 2: Episodio 5;;10/19/19;;
Atrapados: Temporada 2: Episodio 4;;10/19/19;;
Atrapados: Temporada 2: Episodio 3;;10/19/19;;
Spartacus: Blood and Sand: Sacramentum Gladiatorum;;10/18/19;;
Atrapados: Temporada 2: Episodio 2;;10/18/19;;
Atrapados: Temporada 2: Episodio 1;;10/17/19;;
Karppi: Temporada 1: El comienzo;;10/16/19;;
Karppi: Temporada 1: La fiesta;;10/16/19;;
Karppi: Temporada 1: Viuda;;10/16/19;;
Atrapados: Episodio 10;;10/16/19;;
Atrapados: Episodio 9;;10/16/19;;
Atrapados: Episodio 8;;10/16/19;;
Atrapados: Episodio 7;;10/15/19;;
Atrapados: Episodio 6;;10/14/19;;
Atrapados: Episodio 5;;10/14/19;;
Atrapados: Episodio 4;;10/13/19;;
Atrapados: Episodio 3;;10/13/19;;
Atrapados: Episodio 2;;10/13/19;;
Atrapados: Episodio 1;;10/13/19;;
La mecánica del hombre;;10/13/19;;
Marcella: Temporada 2: Episodio 7;;10/12/2019;;
Marcella: Temporada 2: Episodio 6;;10/12/2019;;
Marcella: Temporada 2: Episodio 5;;10/12/2019;;
Marcella: Temporada 2: Episodio 4;;10/12/2019;;
Marcella: Temporada 2: Episodio 3;;10/12/2019;;
Marcella: Temporada 2: Episodio 2;;10/8/2019;;
Marcella: Temporada 2: Episodio 1;;10/7/2019;;
Marcella: Temporada 1: Episodio 8;;10/7/2019;;
Marcella: Temporada 1: Episodio 7;;10/7/2019;;
Marcella: Temporada 1: Episodio 6;;10/7/2019;;
Marcella: Temporada 1: Episodio 5;;10/6/2019;;
Marcella: Temporada 1: Episodio 4;;10/6/2019;;
Marcella: Temporada 1: Episodio 3;;10/6/2019;;
Marcella: Temporada 1: Episodio 2;;10/6/2019;;
Retribution: Adam y Grace;;10/6/2019;;
Retribution: Lago Glenarvon;;10/6/2019;;
Retribution: Bajo la superficie;;10/5/2019;;
Retribution: La tormenta;;10/5/2019;;
Tarde para la ira;;10/5/2019;;
Al final del túnel;;10/4/2019;;
Vis a vis: Temporada 4: La marea amarilla;;10/1/2019;;
Vis a vis: Temporada 4: Vuelta a casa;;10/1/2019;;
Vis a vis: Temporada 4: Mala persona;;9/30/19;;
Vis a vis: Temporada 4: Traición;;9/29/19;;
Vis a vis: Temporada 4: Mamá;;9/29/19;;
Vis a vis: Temporada 4: El umbral del dolor;;9/29/19;;
Vis a vis: Temporada 4: La fuga;;9/28/19;;
Vis a vis: Temporada 4: La Barbie;;9/28/19;;
Animales sin collar;;9/25/19;;
Sully: Hazaña en el Hudson;;9/25/19;;
La Reina del Sur: Temporada 2: Episodio 3;;9/24/19;;
La Reina del Sur: Temporada 2: Episodio 2;;9/24/19;;
La Reina del Sur: Temporada 2: Episodio 1;;9/24/19;;
MINDHUNTER: Temporada 2: Episodio 9;;9/23/19;;
MINDHUNTER: Temporada 1: Episodio 1;;9/23/19;;
MINDHUNTER: Temporada 2: Episodio 8;;9/23/19;;
MINDHUNTER: Temporada 2: Episodio 7;;9/23/19;;
MINDHUNTER: Temporada 2: Episodio 6;;9/22/19;;
MINDHUNTER: Temporada 2: Episodio 5;;9/22/19;;
Inferno;;9/22/19;;
Pulsaciones: Episodio 1;;9/22/19;;
MINDHUNTER: Temporada 2: Episodio 4;;9/22/19;;
MINDHUNTER: Temporada 2: Episodio 3;;9/22/19;;
MINDHUNTER: Temporada 2: Episodio 2;;9/21/19;;
MINDHUNTER: Temporada 2: Episodio 1;;9/21/19;;
Aniquilación;;9/21/19;;
Nobel: Episodio 1;;9/21/19;;
The Family: Miniserie: Los elegidos;;9/21/19;;
The Family: Miniserie: Inmersión;;9/21/19;;
The I-Land: Miniserie: Magnífico mundo nuevo;;9/21/19;;
Nobel: Episodio 8;;9/21/19;;
Nobel: Episodio 7;;9/21/19;;
Nobel: Episodio 6;;9/20/19;;
Nobel: Episodio 5;;9/20/19;;
Nobel: Episodio 4;;9/20/19;;
Nobel: Episodio 3;;9/20/19;;
Nobel: Episodio 2;;9/20/19;;
Hitler's Circle of Evil: Reagruparse;;9/19/19;;
El espía: Miniserie: En casa;;9/19/19;;
El espía: Miniserie: Los peces deben nadar;;9/19/19;;
El espía: Miniserie: Las extrañas parejas;;9/19/19;;
El espía: Miniserie: Solo en Damasco;;9/19/19;;
El espía: Miniserie: ¿Qué hay de nuevo; Buenos Aires?;9/19/19;;
El espía: Miniserie: El inmigrante;;9/19/19;;
Marianne: Y es martes;;9/18/19;;
Marianne: En tus sueños;;9/18/19;;
Estocolmo: La chica perdida;;9/16/19;;
Élite: Temporada 2: 0 horas desaparecido;;9/16/19;;
Élite: Temporada 2: 84 horas desaparecido;;9/16/19;;
Élite: Temporada 2: 66 horas desaparecido;;9/15/19;;
Élite: Temporada 2: 63 horas desaparecido;;9/15/19;;
Élite: Temporada 2: 59 horas desaparecido;;9/15/19;;
Élite: Temporada 2: 36 horas desaparecido;;9/15/19;;
Élite: Temporada 2: 34 horas desaparecido;;9/15/19;;
La víctima número 8: Muy fácil o muy difícil;;9/15/19;;
La víctima número 8: El síndrome del nido;;9/15/19;;
La víctima número 8: Un tiburón que nos haga aún más ricos a todos;;9/15/19;;
La víctima número 8: Una teoría de mierda;;9/14/19;;
La víctima número 8: El tiro de gracia;;9/14/19;;
La víctima número 8: Empezar a creer;;9/13/19;;
La víctima número 8: Los milagros no existen;;9/12/2019;;
Élite: Temporada 2: 20 horas desaparecido;;9/10/2019;;
Élite: Temporada 1: Bienvenidos;;9/10/2019;;
13 mandamientos: Episodio 13;;9/9/2019;;
13 mandamientos: Episodio 12;;9/9/2019;;
13 mandamientos: Episodio 11;;9/8/2019;;
13 mandamientos: Episodio 10;;9/8/2019;;
13 mandamientos: Episodio 9;;9/8/2019;;
13 mandamientos: Episodio 8;;9/8/2019;;
13 mandamientos: Episodio 7;;9/8/2019;;
13 mandamientos: Episodio 6;;9/7/2019;;
One Strange Rock: Génesis;;9/7/2019;;
One Strange Rock: Protección;;9/7/2019;;
13 mandamientos: Episodio 5;;9/7/2019;;
13 mandamientos: Episodio 4;;9/6/2019;;
13 mandamientos: Episodio 3;;9/6/2019;;
Vis a vis: Temporada 3: Lo que sabemos de los monstruos;;9/5/2019;;
Vis a vis: Temporada 3: Fuimos niñas;;9/5/2019;;
Vis a vis: Temporada 3: Seis meses dan para mucho;;9/5/2019;;
Vis a vis: Temporada 3: Alguien a quien le importes una mierda;;9/5/2019;;
Vis a vis: Temporada 3: La bandera en el muro;;9/4/2019;;
Vis a vis: Temporada 3: Un grano de arroz;;9/3/2019;;
Vis a vis: Temporada 3: Muy fácil o muy difícil;;9/3/2019;;
Vis a vis: Temporada 3: Cruz del Norte;;9/3/2019;;
13 mandamientos: Episodio 2;;9/2/2019;;
13 mandamientos: Episodio 1;;9/1/2019;;
Cuando los ángeles duermen;;9/1/2019;;
Apache: La vida de Carlos Tevez: El gran día;;8/31/19;;
Apache: La vida de Carlos Tevez: Las dos caras de una moneda;;8/31/19;;
Apache: La vida de Carlos Tevez: Dos madres; un acto de amor;8/31/19;;
Apache: La vida de Carlos Tevez: El valor de la identidad;;8/31/19;;
Apache: La vida de Carlos Tevez: Un mundo nuevo; el origen;8/31/19;;
Apache: La vida de Carlos Tevez: El legado;;8/30/19;;
Apache: La vida de Carlos Tevez: Entre el plomo y la desilusión;;8/29/19;;
Apache: La vida de Carlos Tevez: 1984;;8/29/19;;
Preso en su memoria;;8/28/19;;
Sherlock: El banquero ciego;;8/23/19;;
Sherlock: Estudio en rosa;;8/23/19;;
Sherlock: El gran juego;;8/23/19;;
El precio de un hombre;;8/21/19;;
Karppi: Temporada 1: Bajo el agua;;8/20/19;;
Karppi: Temporada 1: Sola;;8/19/19;;
Karppi: Temporada 1: Buenos samaritanos;;8/19/19;;
Karppi: Temporada 1: Terapia;;8/19/19;;
Karppi: Temporada 1: Raíces;;8/18/19;;
Karppi: Temporada 1: Problemas de familia;;8/18/19;;
Karppi: Temporada 1: El hermano;;8/18/19;;
Karppi: Temporada 1: El secuestro;;8/18/19;;
Karppi: Temporada 1: Obras de bien;;8/16/19;;
El hijo;;8/13/19;;
Guilt: ¿Qué hiciste?;;8/11/2019;;
Guilt: La corona vs. Atwood;;8/11/2019;;
Guilt: Ojos bien abiertos;;8/10/2019;;
Al filo de la democracia;;8/8/2019;;
Guilt: Caída en desgracia;;8/6/2019;;
Guilt: Un plan simple;;8/5/2019;;
Guilt: El ojo de la aguja;;8/5/2019;;
Guilt: Lazos de sangre;;8/5/2019;;
Guilt: Heridas de salida;;8/4/2019;;
Guilt: #PsicópataAmericana;;8/4/2019;;
Guilt: Piloto;;8/4/2019;;
Nada es privado;;8/2/2019;;
El perfume: Ámbar gris;;8/1/2019;;
¡Ay; mi madre!;7/29/19;;
El mecanismo: Temporada 2: Canasta sucia;;7/28/19;;
Spartacus: Blood and Sand: La serpiente roja;;7/28/19;;
El mecanismo: Temporada 2: El fin y los medios;;7/27/19;;
Otra vida: Temporada 1: Por todo el universo;;7/26/19;;
El mecanismo: Temporada 2: Réquiem;;7/25/19;;
El mecanismo: Temporada 2: El Puente de la Amistad;;7/24/19;;
El mecanismo: Temporada 2: El gran ilusionista;;7/23/19;;
El mecanismo: Temporada 2: Adictos;;7/23/19;;
El mecanismo: Temporada 2: Del Este;;7/23/19;;
El mecanismo: Temporada 2: ¿De dónde sale el barro?;;7/22/19;;
Obsesión secreta;;7/21/19;;
La casa de papel: Parte 3: La deriva;;7/21/19;;
La casa de papel: Parte 3: Pequeñas vacaciones;;7/21/19;;
La casa de papel: Parte 3: Todo pareció insignificante;;7/21/19;;
La casa de papel: Parte 3: Bum; bum; ciao;7/21/19;
One Strange Rock: Tormenta;;7/20/19;;
One Strange Rock: Bocanada;;7/20/19;;
La casa de papel: Parte 3: La hora del delfín;;7/20/19;;
La casa de papel: Parte 3: 48 metros bajo el suelo;;7/19/19;;
La casa de papel: Parte 3: Aikido;;7/19/19;;
La casa de papel: Parte 3: Hemos vuelto;;7/19/19;;
La casa de papel: Parte 1: Episodio 1;;7/19/19;;
El mecanismo: Temporada 1: Juicio final;;7/17/19;;
El mecanismo: Temporada 1: El último respiro;;7/17/19;;
El mecanismo: Temporada 1: Lo sabían todo;;7/16/19;;
El mecanismo: Temporada 1: Ojos rojos;;7/16/19;;
El mecanismo: Temporada 1: Pared falsa;;7/15/19;;
El mecanismo: Temporada 1: Vienen vientos fríos del sur;;7/15/19;;
El mecanismo: Temporada 1: Halva;;7/15/19;;
El mecanismo: Temporada 1: Lavado de autos;;7/15/19;;
Hombre irracional;;7/14/19;;
El sabor de las margaritas: Temporada 1: Ningún dolor más grande;;7/13/19;;
El sabor de las margaritas: Temporada 1: Aquellos que están muertos;;7/13/19;;
El sabor de las margaritas: Temporada 1: Cual humo en el aire;;7/12/2019;;
Jugar con fuego: Fabrizio juega con fuego;;7/10/2019;;
Vivir sin permiso: Episodio 13;;7/8/2019;;
Vivir sin permiso: Episodio 1;;7/8/2019;;
Vivir sin permiso: Episodio 12;;7/8/2019;;
Vivir sin permiso: Episodio 11;;7/8/2019;;
Vivir sin permiso: Episodio 10;;7/8/2019;;
Vivir sin permiso: Episodio 9;;7/7/2019;;
Vivir sin permiso: Episodio 8;;7/7/2019;;
Entre vino y vinagre;;7/7/2019;;
Vivir sin permiso: Episodio 7;;7/7/2019;;
Vivir sin permiso: Episodio 6;;7/6/2019;;
Vivir sin permiso: Episodio 5;;7/6/2019;;
Vivir sin permiso: Episodio 4;;7/6/2019;;
Vivir sin permiso: Episodio 3;;7/6/2019;;
Vivir sin permiso: Episodio 2;;7/6/2019;;
El poder y la pasión;;7/5/2019;;
Lo que la verdad esconde: El caso Asunta (Operación Nenúfar): Jurado por un día;;7/1/2019;;
Lo que la verdad esconde: El caso Asunta (Operación Nenúfar): Lo que la verdad esconde: El caso Asunta (Operación Nenufar);;7/1/2019;;
Lo que la verdad esconde: El caso Asunta (Operación Nenúfar): Lo que la verdad esconde: El caso Asunta (Operación Nenufar);;6/30/19;;
Lo que la verdad esconde: El caso Asunta (Operación Nenúfar): Lo que la verdad esconde: El caso Asunta (Operación Nenufar);;6/30/19;;
Doctor Foster: Temporada 2: Episodio 1;;6/30/19;;
Birdman o la inesperada virtud de la ignorancia;;6/30/19;;
El que se enamora pierde;;6/30/19;;
Bajo sospecha: Temporada 2: La Confesión;;6/30/19;;
Bajo sospecha: Temporada 2: El Jardín;;6/30/19;;
Bajo sospecha: Temporada 2: Catherine;;6/29/19;;
Bajo sospecha: Temporada 2: Rafi;;6/28/19;;
Bajo sospecha: Temporada 2: La Cartera;;6/28/19;;
Bajo sospecha: Temporada 2: El Horno;;6/27/19;;
Bajo sospecha: Temporada 2: El Telefono;;6/27/19;;
Bajo sospecha: Temporada 2: Sara;;6/26/19;;
Bajo sospecha: Temporada 2: El Oso;;6/26/19;;
Bajo sospecha: Temporada 2: La Llave;;6/26/19;;
Nuestros Amantes;;6/25/19;;
En la mente criminal: Capos del crimen;;6/25/19;;
Las crónicas de Frankenstein: Un mundo sin Dios;;6/25/19;;
Sin senos sí hay paraíso: Nace Catalina chica;;6/25/19;;
Bajo sospecha: Episodio 8;;6/25/19;;
Bajo sospecha: Episodio 7;;6/24/19;;
Bajo sospecha: Episodio 6;;6/24/19;;
Bajo sospecha: Episodio 5;;6/24/19;;
Bajo sospecha: Episodio 4;;6/24/19;;
Bajo sospecha: Episodio 3;;6/23/19;;
Bajo sospecha: Episodio 2;;6/23/19;;
Bajo sospecha: Episodio 1;;6/23/19;;
 : Episodio 2;;6/23/19;;
Fargo: La paradoja del cocodrilo;;6/23/19;;
 : Episodio 1;;6/22/19;;
Quizás para siempre;;6/22/19;;
Así nos ven: Miniserie: Parte 1;;6/22/19;;
Unidad 42: Reinicio;;6/22/19;;
Unidad 42: Modo suspendido;;6/22/19;;
Unidad 42: Ojo por ojo;;6/21/19;;
Unidad 42: Cara a cara;;6/21/19;;
Unidad 42: Conectados;;6/21/19;;
Unidad 42: Voto efectivo;;6/21/19;;
Unidad 42: Memoria aleatoria;;6/20/19;;
Unidad 42: La sangre y la virtud;;6/20/19;;
Zona blanca: Temporada 2: La sombra y las presas;;6/19/19;;
Zona blanca: Cuando llegas al pueblo;;6/19/19;;
Zona blanca: El final es apenas el principio;;6/19/19;;
Zona blanca: Temporada 2: Como un perro;;6/19/19;;
Zona blanca: Temporada 2: Santuario;;6/19/19;;
Zona blanca: Temporada 2: La muerte y la doncella;;6/18/19;;
Gente que viene y bah;;6/18/19;;
Zona blanca: Temporada 2: El influjo de la luna;;6/18/19;;
Zona blanca: Temporada 2: En otra vida;;6/18/19;;
Unidad 42: Avatar;;6/18/19;;
Unidad 42: La fe y la ley;;6/17/19;;
Scandal: Trapos sucios;;6/17/19;;
Scandal: Bomboncito;;6/17/19;;
El caso Alcàsser: Desaparición;;6/17/19;;
Versailles: Episodio 1;;6/17/19;;
Zona blanca: Temporada 2: Cómo vivimos (Parte 2);;6/16/19;;
Zona blanca: Temporada 2: Cómo vivimos (Parte 1);;6/16/19;;
Misterio a bordo;;6/16/19;;
La Mantis: Episodio 6;;6/15/19;;
La Mantis: Episodio 5;;6/15/19;;
La Mantis: Episodio 4;;6/15/19;;
La Mantis: Episodio 3;;6/14/19;;
La Mantis: Episodio 2;;6/14/19;;
La Mantis: Episodio 1;;6/13/19;;
Hasta el límite;;6/13/19;;
Pasión por las letras;;6/12/2019;;
Zona blanca: El secreto tras la ventana;;6/12/2019;;
Zona blanca: Héroes sombríos;;6/12/2019;;
Zona blanca: El final del camino;;6/12/2019;;
Zona blanca: No más paseos por el bosque;;6/11/2019;;
María Magdalena: Episodio 4;;6/10/2019;;
María Magdalena: Episodio 3;;6/10/2019;;
María Magdalena: Episodio 2;;6/10/2019;;
María Magdalena: Episodio 1;;6/10/2019;;
Lost: Temporada 6: El final;;6/10/2019;;
Lost: Temporada 1: Piloto: Parte 1;;6/10/2019;;
Lost: Temporada 6: Los Ángeles: Parte 1;;6/10/2019;;
Zona blanca: El vacío;;6/10/2019;;
Zona blanca: El sueño del lobo;;6/10/2019;;
Elisa y Marcela;;6/8/2019;;
Alta mar: Temporada 1: Caín;;6/8/2019;;
Alta mar: Temporada 1: Tres horas;;6/8/2019;;
Alta mar: Temporada 1: 527 L.;;6/7/2019;;
Alta mar: Temporada 1: La tormenta;;6/7/2019;;
Alta mar: Temporada 1: Cambio de rumbo;;6/7/2019;;
Alta mar: Temporada 1: Sofía;;6/6/2019;;
Alta mar: Temporada 1: Los anillos;;6/6/2019;;
Alta mar: Temporada 1: El albatros;;6/6/2019;;
Legítimo rey;;6/6/2019;;
Merlí: Temporada 3: Episodio 14;;6/5/2019;;
Merlí: Temporada 3: Episodio 13;;6/5/2019;;
Merlí: Temporada 3: Episodio 12;;6/5/2019;;
Merlí: Temporada 3: Episodio 11;;6/5/2019;;
Merlí: Temporada 3: Episodio 10;;6/5/2019;;
Merlí: Temporada 3: Episodio 9;;6/4/2019;;
Merlí: Temporada 3: Episodio 8;;6/4/2019;;
Merlí: Temporada 3: Episodio 7;;6/4/2019;;
Merlí: Temporada 3: Episodio 6;;6/4/2019;;
Merlí: Temporada 3: Episodio 5;;6/4/2019;;
Merlí: Temporada 3: Episodio 4;;6/4/2019;;
Merlí: Temporada 3: Episodio 3;;6/3/2019;;
Merlí: Temporada 3: Episodio 2;;6/3/2019;;
Merlí: Temporada 2: Episodio 13;;6/3/2019;;
Merlí: Temporada 2: Episodio 12;;6/3/2019;;
Merlí: Temporada 2: Episodio 11;;6/2/2019;;
Merlí: Temporada 2: Episodio 10;;6/2/2019;;
Merlí: Temporada 2: Episodio 9;;6/2/2019;;
Merlí: Temporada 2: Episodio 8;;6/2/2019;;
Merlí: Temporada 2: Episodio 7;;6/2/2019;;
Merlí: Temporada 2: Episodio 6;;6/1/2019;;
Merlí: Temporada 2: Episodio 5;;6/1/2019;;
Merlí: Temporada 2: Episodio 4;;6/1/2019;;
Merlí: Temporada 2: Episodio 3;;6/1/2019;;
Merlí: Temporada 2: Episodio 2;;6/1/2019;;
Merlí: Nietzsche;;6/1/2019;;
Merlí: Hume;;6/1/2019;;
Merlí: Los sofistas;;5/31/19;;
Merlí: Los escépticos;;5/31/19;;
Merlí: Epicuro;;5/31/19;;
Merlí: Guy Debord;;5/31/19;;
Merlí: Foucault;;5/31/19;;
Merlí: Schopenhauer;;5/31/19;;
Merlí: Sócrates;;5/30/19;;
Merlí: Aristóteles;;5/30/19;;
Merlí: Maquiavelo;;5/29/19;;
Merlí: Platón;;5/29/19;;
Merlí: Los peripatéticos;;5/29/19;;
Kill Hitler! The Luck of the Devil;;5/28/19;;
Dilema: Parte I: ¿Qué queda?;;5/28/19;;
Dilema: Parte I: ¿Qué diablos?;;5/28/19;;
Dilema: Parte I: ¿Qué secretos?;;5/28/19;;
Dilema: Parte I: ¿Qué fantasmas?;;5/28/19;;
Dilema: Parte I: ¿Qué historia?;;5/28/19;;
Dilema: Parte I: ¿Qué sigue?;;5/28/19;;
Dilema: Parte I: ¿Qué drama?;;5/27/19;;
Dilema: Parte I: ¿Qué pasó?;;5/27/19;;
Dilema: Parte I: ¿Qué es esto?;;5/27/19;;
Dilema: Parte I: Piloto;;5/26/19;;
